Sample;Density;ModulusOfElasticity
ExxonMobil LDPE LD 650 Low Density Polyethylene Resin (European Grade);0.914;0.117
ExxonMobil LDPE LD 653 Low Density Polyethylene Resin (European Grade);0.924;0.2
ExxonMobil LDPE LD 654 Low Density Polyethylene Resin (European Grade);0.913;0.103
ExxonMobil HPA 020 Molding High Density Polyethylene (HMW) Resin;0.952;0.965
ExxonMobil HYA 600 High Density Polyethylene Resin;0.954;0.965
ExxonMobil HYA 800 High Density Polyethylene Resin;0.961;1.17
ExxonMobil Paxon™ AS55-003 Blow Molding Resin;0.954;2.0
Total FE 8000 LDPE blown film;0.924;0.24
FKuR Kunststoff Terralene LL 1101 Biobased Polyethylene;0.921;0.31
FKuR Kunststoff Terralene HD 3505 Biobased Polyethylene;0.959;1.04
FKuR Kunststoff Terralene WF 3516 Biobased Polyethylene;1.01;1.35
FKuR Kunststoff Terralene WF 5525 Biobased Polyethylene;1.04;2.02
FKuR Kunststoff Terralene WF 6534 Biobased Polyethylene;1.09;2.57
FKuR Kunststoff Terralene HD 3400 Biobased Polyethylene;0.956;0.875
FKuR Kunststoff Terralene LL 1505 Biobased Polyethylene;0.919;0.34
FKuR Kunststoff Terralene HD 4527 Biobased Polyethylene;1.07;1.85
FKuR Kunststoff Terralene LL 1712 Biobased Polyethylene;1.01;0.355
FKuR Kunststoff Terralene HD 2305 Biobased Polyethylene;0.933;0.525
Forever Plast Namtene Recycled Standard HDPE;0.95;1.0
Formosa Plastics Formolene FC605BA LDPE;0.924;0.152
GEHR Plastics PE-HD Polyethylene HDPE;0.95;1.04
GEHR Plastics PE-ELS Polyethylene HDPE;1.0;1.36
GEHR Plastics PE-UHMW Polyethylene, Ultra High Molecular Weight;0.93;0.76
GEHR Plastics ECOGEHR WPC-30PE Composite of 70% Wood Fibers and 30% Polyethylene (PE);1.24;4.86
Goodfellow Polyethylene Fiber/Polyethylene composite;0.96;9.1
Avient Maxxam™ FR PE 152 Polyethylene;0.998;1.1
Avient Syncure™ S1060A Polyethylene, Crosslinked (XLPE);0.71;0.011
Avient Edgetek PE-30GF/000 Polyethylene, High Density (HDPE);1.18;4.14
Avient FireCon™ CPE 30-11 REV 2 Polyethylene, Chlorinated (CPE);1.29;0.00827
Avient FireCon™ CPE 1240 UV RoHS NATURAL Polyethylene, Chlorinated (CPE);1.32;0.00896
Avient FireCon™ CPE 30-2 RoHS BLACK Polyethylene, Chlorinated (CPE);1.36;0.00689
Avient FireCon™ CPE 37-11 RoHS BLACK Polyethylene, Chlorinated (CPE);1.31;0.00689
Avient FireCon™ CPE 0883-01 RoHS BLACK Polyethylene, Chlorinated (CPE);1.37;0.00586
Celanese Celstran PEHD-GF40-01 PE-HD, 40% Glass Reinforced;1.27;6.8
Celanese Celstran PEHD-GF60-01 PE-HD, 60% Glass Reinforced;1.5;12.05
Celanese GUR 2122 PE-UHMW, Specialty;0.93;0.74
Celanese GUR 4113 PE-UHMW, Unfilled;0.94;0.75
Celanese GUR 4120 PE-UHMW, Unfilled;0.93;0.71
Celanese GUR 4130 PE-UHMW, Unfilled;0.93;0.69
Celanese GUR 4152 PE-UHMW, Unfilled;0.93;0.68
Celanese GUR 4170 PE-UHMW, Unfilled;0.93;0.57
Celanese GUR GHR 8110 PE-HD, Unfilled;0.95;1.06
ICO Polymers ICOFLO™ 510-5020 400 Micron LDPE Powder;0.913;0.09
ICO Polymers ICOFLO™ 510-5028 400 Micron LLDPE Powder;0.926;0.092
Iran Petrochemical (PCC) EX 2 S HF 7750 M2 High Density Polyethylene;0.956;1.2
Iran Petrochemical (PCC) BL2 HF 4750 High Density Polyethylene;0.944;0.9
Iran Petrochemical (PCC) BL 4M HM 8355 High Density Polyethylene;0.952;1.2
Iran Petrochemical (PCC) MF3820 High Density Polyethylene;0.938;0.65
Iran Petrochemical (PCC) EX 3 – 100S HM CRP 100 N High Density Polyethylene;0.948;0.85
Iran Petrochemical (PCC) LH0030 Low Density Polyethylene;0.921;0.19
Iran Petrochemical (PCC) LS0085 Low Density Polyethylene;0.921;0.17
Iran Petrochemical (PCC) LT0470/KJ Low Density Polyethylene;0.924;0.25
Iran Petrochemical (PCC) 2602TH00 Low Density Polyethylene;0.926;0.25
Iran Petrochemical (PCC) 2404TC47 Low Density Polyethylene;0.924;0.24
Iran Petrochemical (PCC) LL0209AA Linear Low Density Polyethylene;0.92;0.2
Ixom ALKATEQ™ MDA690 HDPE;0.95;1.18
LATI Latilub 45/7-20T HDPE, PTFE Reinforced;1.06;1.4
LATI Latistat 45/7-02 HDPE;1.1;1.6
Manifattura Cattaneo PE HD Polyethylene;0.95;1.3
Manifattura Cattaneo PE UMW Polyethylene;0.93;0.9
Marco Polo MarPol LDC 760 Low Density Polyethylene;0.921;0.138
Marco Polo MarPol LDC 780 Low Density Polyethylene;0.918;0.138
Marco Polo MARPOL LDM 765 Low Density Polyethylene;0.916;0.18
M. Holland Company MTEGRITY™ LD300 LDPE;0.917;0.165
M. Holland Company MTEGRITY™ LD400 LDPE;0.917;0.169
Micropol Microlin ML90 Linear Polyethylene Rotational Molding Powder;0.938;0.685
Micropol Isoplas P381 Crosslinkable Polyethylene;0.944;1.1
Micropol Isoplas P471 Crosslinkable Polyethylene;0.947;0.78
Micropol Isoplas P501 Crosslinkable Polyethylene;0.952;1.1
Micropol Isoplas P651 Crosslinkable Polyethylene;0.96;1.65
Micropol Isoplas P602 Crosslinkable Polyethylene;0.964;1.75
MTM Plastics Dipolen H Recycled HDPE Blend;0.935;0.95
MTM Plastics Purpolen PE Polyethylene Regrind;0.95;0.85
Murtfeldt Material ”S” 1000 Green Polyethylene;0.94;0.95
Murtfeldt Original Material ”S” plus + FP Polyethylene;1.14;0.7
Abatron AboCast/AboCure 8502-1 Epoxy;1.16;5.86
Abatron AboCast 8103-20 High-Performance Dielectric Epoxy;1.13;3.07
Abatron AboCast 8103-21 High-Performance Dielectric Epoxy;1.11;5.45
Abatron AboCast 8103-22 High-Performance Dielectric Epoxy;1.15;2.84
Abatron AboCast 8103-24 High-Performance Dielectric Epoxy;1.15;1.54
Abatron AboCast 8103-25 High-Performance Dielectric Epoxy;1.17;2.61
Abatron AboCast/AboCure 8109-1;1.23;2.76
Abatron AboCast/AboCure 8109-3;1.18;3.45
Abatron AboCast/AboCure 8109-4;1.17;3.1
Abatron AboCast/AboCure 8109-5;1.22;3.45
Abatron AboCast/AboCure 8109-6;1.22;3.1
Abatron AboCast/AboCure 8109-8;1.19;3.45
Abatron AboCast/AboCure 8109-10;1.1;2.07
Abatron AboCast/AboCure 8109-11;1.19;2.76
Abatron AboCast/AboCure 8109-12;1.2;2.76
Angst+Pfister APSOplast EP GM 203 (epoxy resin/glass filament mat);2.0;20.0
Arlon Electronic Materials 47N Quick Cure Epoxy Low-Flow Prepreg;1.75;17.9
Arlon Electronic Materials 51N Lead-Free Compatible Epoxy Low-Flow;1.35;17.9
Arlon Electronic Materials 45N Multifunctional Epoxy Laminate and Prepreg;1.85;19.3
Arlon Electronic Materials 45NK Woven Kevlar Reinforced Laminate and Prepreg;1.5;27.6
Hexion Bakelite EP 8412 Epoxy Resin, High Arc Resistance, Improved Electrical Properties, Low Shrinkage;1.89;13.0
Hexion Bakelite EP 8414 Epoxy Resin, High Arc Resistance, Improved Electrical Properties, Low Shrinkage;1.85;14.0
Hexion Bakelite EP 8413 Epoxy Molding Compound;2.05;20.5
BCC Products XP 2014-012 Epoxy Resin Infusion System;1.1;2.41
Quantum Composites LYTEX 4197 55% Carbon Fiber Reinforced Epoxy SMC;1.45;62.0
Quantum Composites Lytex 4149 55% Carbon Fiber Epoxy SMC;1.45;55.1
Norplex-Micarta NorPLY™ 1002 Epoxy Fiberglass Composite, Unidirectional;1.85;24.47
Norplex-Micarta NorPLY™ 1002 Epoxy Fiberglass Composite, Crossply;1.85;17.2
Norplex-Micarta NorPLY™ 1002 Epoxy Fiberglass Composite, Isotropic;1.85;18.25
Solvay Thornel P-55 Carbon Fiber/Epoxy Advanced Composite System;1.7;220.0
Solvay Thornel P-75 Carbon Fiber/Epoxy Advanced Composite System;1.7;320.0
Solvay Thornel P-100 Carbon Fiber/Epoxy Advanced Composite System;1.8;470.0
Solvay Thornel P-120 Carbon Fiber/Epoxy Advanced Composite System;1.8;520.0
Solvay Thornel P-650/35 Carbon Fiber/Epoxy Advanced Composite System;1.6;150.0
Solvay Thornel P-650/42 Carbon Fiber/Epoxy Advanced Composite System;1.6;170.0
Solvay CYCOM 5320-1 Epoxy with T40/800B Unidirectional Tape Composite;1.31;82.85
Solvay CYCOM 7714A Epoxy - Unidirectional Carbon Tape and Roving Composite;1.25;127.5
Solvay CYCOM 7714A Epoxy - Unidirectional Carbon Tape Composite;1.25;248.0
Solvay CYCOM 7714A Epoxy - Plain Weave (PW) Carbon Fabric Composite;1.25;58.5
Solvay CYCOM 7714A Epoxy - Five Harness Satin (5HS) Carbon Fabric Composite;1.25;67.0
Solvay CYCOM 7714A Epoxy - Eight Harness Satin (8HS) Carbon Fabric Composite;1.25;65.5
Solvay CYCOM 890 RTM Resin - Woven Carbon Fabric Composite;1.22;69.25
Solvay CYCOM 977-2 Neat Epoxy Resin;1.31;3.52
Solvay CYCOM 985 Epoxy + Kevlar 49 Fiber Laminate;1.35;30.0
Solvay CYCOM 985 Epoxy + Carbon Uni-Tape Laminate;1.54;68.15
Solvay CYCOM 985 Epoxy + Carbon Fabric Laminate;1.55;59.0
Solvay CYCOM 985 Epoxy + Glass Fabric Laminate;1.89;26.0
Solvay PRISM™ EP2400 Resin System;1.24;34.7
Solvay CYCOM 934 Epoxy-Carbon Fiber Reinforced Laminate;1.3;131.0
Solvay CYCOM 934 Epoxy-Carbon Fiber PlainWeave Laminate;1.3;69.0
Solvay CYCOM 934 Epoxy - Carbon Fiber Reinforced 5 Harness Satin Fabric Laminate;1.3;76.0
Solvay CYCOM 934 Epoxy - Carbon Fiber Reinforced Unidirectional Tape Laminate;1.3;231.0
Solvay CYCOM 934 Epoxy - Carbon Fiber Reinforced Unidirectional Tape Laminate;1.3;303.5
Solvay CYCOM 934 Epoxy - Carbon Fiber Reinforced Unidirectional Tape Laminate;1.3;283.0
Solvay CYCOM 934 Epoxy - E-Glass Fiber Reinforced Unidirectional Tape and Roving Laminate;1.3;48.0
Solvay CYCOM 934 Epoxy - S2-Glass Fiber Reinforced Unidirectional Tape and Roving Laminate;1.3;55.0
Solvay CYCOM 5216 Epoxy - Woven Aramid Fiber Prepreg;1.24;30.0
Solvay CYCOM 5216 Epoxy - Unidirectional S-Glass Prepreg;1.24;28.0
Solvay CYCOM 5216 Epoxy - Unidirectional E-Glass Prepreg;1.24;25.5
Solvay CYCOM E773 and E773FR Epoxy Neat Resin;1.28;3.5
Solvay CYCOM 2020 Epoxy + T800-6K 5H 280 5-Harness Satin Fabric Prepreg;1.25;77.0
Solvay CYCOM 2020 Epoxy + M46J 140 Unidirectional Tape Prepreg, without Post-Cure;1.25;255.0
Solvay CYCOM 2040 Epoxy Prepreg Unidirectional Tape with T800-140;1.21;89.75
Solvay CYCOM 2040 Epoxy Prepreg Unidirectional Tape with M55J-140;1.21;172.31
Solvay CYCOM 2040 Epoxy Prepreg Fabric with 6KT800-2X2T-200;1.21;75.75
Solvay CYCOM 2040 Epoxy Prepreg Fabric with 6KM46J-2X2T-200;1.21;114.0
Solvay CYCOM 759F Epoxy - Unidirectional Carbon Tape Reinforced Prepreg;1.23;76.5
Solvay CYCOM 759F Epoxy - Unidirectional Carbon Tape Reinforced Prepreg;1.23;206.6
Solvay CYCOM 759F Epoxy - 2X2 Twill Fabric Reinforced Prepreg;1.23;59.5
Solvay CYCOM 759F Epoxy - 2X2 Twill Fabric Reinforced Prepreg;1.23;59.5
Solvay CYCOM 759F Epoxy - 6KM40B-5H-280 Fabric Reinforced Prepreg;1.23;101.0
Solvay CYCOM 977-6 Epoxy Laminate with HTA Unidirectional Tape;1.31;109.0
Solvay CYCOM 977-6 Epoxy Laminate with IM7 Unidirectional Tape;1.31;159.5
Solvay CYCOM 977-6 Epoxy Laminate with T1000 Unidirectional Tape;1.31;167.0
Solvay CYCOM 977-6 Epoxy Laminate with M46J-140-300 Unidirectional Tape;1.31;140.2
Solvay CYCOM 977-6 Epoxy Prepreg Laminate with M55J-140-300 Unidirectional Tape;1.31;172.15
Solvay CYCOM 977-6 Epoxy Prepreg Laminate with T800 2X2T;1.31;76.5
Solvay CYCOM 977-6 Epoxy Prepreg Laminate with T300 Plain Weave Fabric;1.31;84.0
Solvay LTM 45EL Epoxy Prepreg;1.21;77.0
Solvay MTM 228 Epoxy Prepreg;1.19;63.0
Solvay MTM 28 series Epoxy Matrix Resin;1.21;67.7
Solvay MTM 49-3 Epoxy Prepreg with 36% M46J-124 Carbon Fiber;1.22;120.94
Solvay MTM 49-3 Epoxy Prepreg with 36% T1000 GB-124 Carbon Fiber;1.22;80.9
Solvay MTM 49-3 Epoxy Prepreg with 36% T800 GB-124 Carbon Fiber;1.22;149.0
Solvay MTM 49-3 Epoxy Prepreg with 42% CF2115 Carbon Fabric;1.22;103.0
Solvay MTM 49-3 Epoxy Prepreg with 42% CF4534 Carbon Fabric;1.22;71.0
Solvay MTM 49-3 Epoxy Prepreg with 42% CF1218 Carbon Fabric;1.22;66.0
Solvay MTM 71 Epoxy Matrix Resin;1.19;127.1
Solvay CYCOM 950-1 Epoxy Prepreg Neat Resin;1.27;4.0
Solvay VTM 260 series Epoxy Resin;1.2;70.05
Solvay HTM 60 Epoxy;1.29;83.9
Solvay MTM 79 Epoxy Matrix with 50% CF1420 Carbon Fiber Composite;1.26;51.15
Solvay MTM 79 Epoxy Matrix with 42% CF2115 Carbon Fiber Composite;1.26;125.5
Solvay MTM 79 Epoxy Matrix with 42% CF1218 Carbon Fiber Composite;1.26;72.75
Solvay MTM 29SFR Epoxy Resin;1.28;21.8
Solvay MTM 348FR Epoxy Resin;1.48;43.05
Solvay LTM 16 Epoxy with CF0700 Prepreg;1.21;58.5
Uniseal BETABRACE™ 85001 Epoxy;0.752;1.47
DuPont Performance Polymers BETAMATE™ 1060N US epoxy resin;1.3;2.9
DuPont Performance Polymers Vespel CP-9800 Carbon Fiber and Epoxy Composite, Ultra-high modulus end effectors;1.7;240.0
Fibre Glast 2000 / 2020 System 2000 Epoxy;1.12;17.4
Fibre Glast 2000 / 2060 System 2000 Epoxy;1.11;18.1
Goodfellow Carbon/Epoxy Composite Sheet;1.6;70.0
Goodfellow Carbon/Epoxy Composite Tube;1.6;115.0
Goodfellow Carbon/Epoxy Composite Rod;1.6;75.0
Henkel Loctite Stycast E 2517 One-Component Epoxy Encapsulant;1.73;6.3
Henkel Loctite Stycast E 2534 FR CAT 9 Two-Component Epoxy;2.1;9.1
Henkel Loctite Stycast EO 1058 One-Component Epoxy Compound;1.65;4.83
Henkel Loctite Stycast ES 0513 Two-Component Epoxy Encapsulant;1.77;6.55
Henkel Loctite Stycast ES 0520 Two-Component Filled Epoxy;1.75;2.95
Hexcel HexPly 954-2A Curing Cyanate Resin;1.24;3.0
Hexcel HexPly 954-3 Curing Cyanate Resin;1.19;2.8
Hexcel HexPly 954-3A Curing Cyanate Resin;1.19;3.3
Hexcel HexPly 954-6 Curing Cyanate Resin;1.25;3.7
Hexcel HexPly 108 180°C Curing Epoxy Matrix;1.26;3.54
Hexcel HexPly 1454 125°C Curing Epoxy Matrix;1.26;3.06
Hexcel HexPly 171/174/176 120°C Curing Epoxy Matrix;1.21;2.8
Hexcel HexPly 6376 175°C Curing Epoxy Matrix;1.31;3.6
Hexcel HexPly 8551-7 Epoxy Matrix;1.27;4.09
Hexcel HexPly 913 125°C Curing Epoxy Matrix;1.23;3.39
Hexcel HexPly 914 175°C Curing Epoxy Matrix;1.29;3.9
Hexcel HexPly 916 120°C Curing Epoxy Matrix;1.3;4.17
Hexcel HexPly 920 125°C Curing Epoxy Matrix;1.22;3.76
Hexcel HexPly 922-1 180°C Curing Epoxy Matrix;1.26;4.05
Hexcel HexPly 924 180°C Curing Epoxy Matrix;1.3;3.8
Hexcel HexPly EH04 Epoxy Resin System;1.34;3.45
Hexcel HexPly EH25 180°C Curing Epoxy Matrix;1.33;3.7
Hexcel HexPly ES/EH 84 120°C Curing Epoxy Matrix;1.2;3.0
Hexcel HexPly ES70 120°C Curing Epoxy Matrix;1.27;2.9
Hexcel HexPly F155 Epoxy Resin;1.34;3.24
Hexcel F161 Epoxy Resin;1.24;3.59
Hexcel HexPly F185 Epoxy Resin;1.29;2.9
Hexcel HexPly F263 Epoxy Resin;1.27;4.27
Hexcel HexPly F515 Epoxy Resin;1.2;3.1
Hexcel HexPly F593 Epoxy Resin;1.22;2.96
Hexcel HexPly M12 135°C Curing Epoxy Matrix;1.24;5.1
Hexcel HexPly M12 135°C Curing Epoxy Matrix, 45% 46280 Fiber;1.5;61.0
Hexcel HexPly M12 135°C Curing Epoxy Matrix, 37%/7781 Fiber;1.92;27.5
Hexcel HexPly M12 135°C Curing Epoxy Matrix, TVR380/26% Fiber;1.9;36.0
Hexcel HexPly M14 248°F (120°C) Curing Epoxy Matrix;1.29;3.2
Hexcel HexPly M18 356°F (180°C) Curing Epoxy Matrix;1.16;3.5
Hexcel HexPly M35-4 80-180°C Curing Epoxy Matrix, M35-4/40%/G1089/1000 Fabric;1.53;86.0
Hexcel HexPly M35-4 80-180°C Curing Epoxy Matrix, M35-4/40%/48280/1000 Fabric;1.53;89.0
Hexcel HexPly M36 180°C (350°F) Curing Epoxy Matrix;1.17;3.5
Hexcel HexPly M42 180°C (350°F) Curing Epoxy Matrix;1.26;4.0
Hexcel HexPly M42 180°C (350°F) Curing Epoxy Matrix, 52%/G1177 Glass/Carbon Fiber;1.68;37.5
Hexcel HexPly M42 180°C (350°F) Curing Epoxy Matrix, 63%/120 E-Glass Fiber;1.93;17.0
Hexcel HexPly M42 180°C (350°F) Curing Epoxy Matrix, 50%/G939 HS Carbon;1.52;62.8
Hexcel HexPly M42 180°C (350°F) Curing Epoxy Matrix, 54%/G1088 Glass/Carbon Fiber;1.75;28.0
Hexcel HexPly M48 180°C/356°F Curing Epoxy Matrix, M48/35%/150/AS7 GS;1.54;154.0
Hexcel HexPly M48 180°C/356°F Curing Epoxy Matrix, M48/35%/150/IM7 GS;1.54;167.0
Hexcel HexPly M48 180°C/356°F Curing Epoxy Matrix, M48/42%/48370/1000;1.53;58.0
Hexcel HexPly M48 180°C/356°F Curing Epoxy Matrix, M48/42%/G1094/1000;1.54;67.0
Hexcel HexPly M52 120°C/250°F Curing Epoxy, M52/40%/193P/CHS-3K;1.49;63.8
Hexcel HexPly M56 180°C (350°F) Out-of-Autoclave Curing Matrix, M56/35%/UD134/AS7-12K;1.48;141.0
Hexcel HexPly M56 180°C (350°F) Out-of-Autoclave Curing Matrix, M56/37%/280H5/AS4-3K;1.48;68.2
Hexcel HexPly M56 180°C (350°F) Out-of-Autoclave Curing Matrix, M56/40%/285T2/AS4C-6K;1.48;67.0
Hexcel HexPly M56 180°C (350°F) Out-of-Autoclave Curing Matrix, M56/37%/7581;1.85;25.0
Hexcel HexFlow RTM 6 180°C Epoxy System for Resin Transfer Molding Monocomponent System;1.12;32.95
Hexcel HexFlow RTM651 One-part Modified BMI Resin;1.25;4.07
Hexcel HexMC™ C / 2000 / R1 Composite SMC;1.55;45.0
ITW Chockfast CWC 604 Machine Bond Deep-Pour Epoxy Grout;1.89;23.4
ITW Devcon Titanium Putty;2.36;6.55
ITW Devcon Plastic Steel 5-Minute Putty (SF);2.2;5.17
ITW Devcon Aluminum Putty (F);1.58;5.52
ITW Devcon Stainless Steel Putty (ST);2.5;5.52
ITW Devcon Bronze Putty;2.23;5.52
ITW Devcon FasMetal™;1.69;5.86
ITW Devcon Wear Resistant Putty (WR-2);1.8;5.17
Devcon Plastic Steel Putty (A) Epoxy;2.33;5.86
Devcon HVAC Repair (Special F) Epoxy;1.72;5.38
Devcon Brushable Ceramic - Red, Blue Epoxy;1.68;6.21
Devcon Sprayable Ceramic™ Epoxy;1.69;6.21
Devcon Underwater Repair Putty (UW) Epoxy;1.63;5.17
Devcon Zip Patch™ Epoxy;1.15;2.0
Devcon Magic Bond™ Epoxy Putty;1.81;4.83
Devcon Carbide Putty Epoxy;1.74;5.52
Devcon Wear Guard (High Load) Epoxy;2.15;5.86
Devcon Wear Guard (Fine Load) Epoxy;2.23;5.86
Devcon Wear Guard (High Temp) Epoxy;1.83;5.86
Devcon Backing Compound Epoxy;1.61;6.34
Devcon High-Performance Backing Compound Epoxy;1.61;6.55
Kohesi Bond KB 1031 LV Two component, low viscosity, room temperature curing epoxy;3.58;2.31
Kohesi Bond KB 1040 LP - FRV Two component, flame retardant epoxy for aircraft interior applications;1.23;2.66
Kohesi Bond KB 1061 Rapid curing, two component epoxy for bonding and sealing;1.07;2.31
Kohesi Bond KB 1689 Two component, silver coated nickel filled, electrically conductive epoxy;3.58;2.83
Kohesi Bond KB 16842 HT Two component, low viscosity, room temperature curing epoxy;1.09;2.48
Kohesi Bond KB 16842 LV Two component, low viscosity, room temperature curing epoxy;1.05;2.38
Henkel Loctite 3563 Epoxy Snap Cure Underfill;1.52;2.76
Henkel Loctite 3564 Fast flow epoxy, moderate CTE and Tg Fast Flow Underfill;1.5;3.1
Henkel Loctite 3565 High performance epoxy, high Tg and low CTE High Tg Underfill;1.74;3.45
Henkel Loctite ABLESTIK TE 3530 Epoxy;2.7;4.7
Henkel Loctite ECCOBOND EO7021 Epoxy;1.19;1.45
Henkel Loctite ECCOBOND FP4654 Epoxy;1.85;16.9
Henkel Loctite ECCOBOND UF 1173 Epoxy;1.69;6.0
Henkel Loctite ECCOBOND UF 3810 Epoxy;1.13;2.99
Henkel Loctite ECCOBOND UF 3820 Epoxy;1.24;2.56
Henkel Loctite ECCOBOND UF 8830S Epoxy;1.6;11.5
Henkel Loctite 3128 Epoxy;1.6;3.9
Henkel Loctite 3508NH Epoxy;1.23;2.33
Henkel Loctite UV8800M Epoxy;1.6;2.85
Master Bond EP17HTDM-2 Black One component, high temperature resistant die attach epoxy;1.78;5.34
Master Bond EP17HTS-DA One component, high temperature resistant, electrically conductive, die attach epoxy;3.5;3.28
Master Bond EP21D3F2 Two component, high viscosity epoxy system for bonding, sealing and coating;1.19;3.28
Master Bond EP4EN-80 One component flowable epoxy for bonding and encapsulation;1.49;8.96
Master Bond EP4UF-80 One component flowable epoxy for bonding and underfill applications;1.49;6.89
Master Bond EP3HTSDA-1 One component, electrically conductive, die attach epoxy;3.2;2.24
Master Bond EP17HTDA-1 One component, high temperature epoxy system for bonding and sealing;1.77;2.58
Master Bond EP93AOFR Two component thermally conductive flame retardant epoxy system;1.65;2.58
Master Bond LED405Med One component, nanosilica filled LED curable system;1.27;1.21
Master Bond UV15-7NV One part high performance UV epoxy system;1.13;2.24
Master Bond EP21TDCS Silver Filled Electrically Conductive Epoxy Compound;3.42;2.76
Master Bond EP42HT-2LTE Two Component Epoxy;2.79;4.13
Master Bond EP79 Two Component, Silver Coated, Nickel Filled Conductive Epoxy;3.56;2.76
Master Bond EP125 High Temperature Resistant, Toughened Epoxy System;1.49;3.28
Master Bond Supreme 3HTND-2DA One Component Epoxy;1.6;1.9
MAS Epoxies TABLE TOP PRO Two-component epoxy system 100% solids;1.04;2.63
MAS Epoxies ART PRO Two-component epoxy system 100% solids;1.05;1.92
MAS Epoxies LV RESIN FAST, MEDIUM & SLOW HARDENERS LV Resin Low Viscosity Laminating Epoxy System, Slow Hardener;1.07;2.48
MAS Epoxies LV RESIN FAST, MEDIUM & SLOW HARDENERS LV Resin Low Viscosity Laminating Epoxy System, Medium Hardener;1.07;2.69
MAS Epoxies LV RESIN FAST, MEDIUM & SLOW HARDENERS LV Resin Low Viscosity Laminating Epoxy System, Fast Hardener;1.08;2.62
MAS Epoxies FLAG RESIN Flag Resin Non-blushing Epoxy Resin System, Slow Hardener;0.63;2.9
MAS Epoxies FLAG RESIN Flag Resin Non-blushing Epoxy Resin System, Medium Hardener;0.63;3.23
MAS Epoxies FLAG RESIN Flag Resin Non-blushing Epoxy Resin System, Fast Hardener;0.63;3.16
Milliken RenewWrap™ Saturant Epoxy impregnation resin;1.15;2.76
Nanocyl EPOCYL™ NC R2HM-01 Formulated Epoxy-Carbon Nanotube Pre-preg Resin System;1.17;73.3
NRI Titan 118 Carbon Fiber Composite;1.8;116.31
Park Aerospace Nelco N8000 Cyanate Ester Epoxy Laminate and Prepreg;1.73;20.7
Park Aerospace Nelco N8000Q Cyanate Ester Epoxy Laminate and Prepreg;1.73;16.9
Park Aerospace Nelco N4000-12 High Speed/Low Loss, CAF Resistant Laminate and Prepreg;1.9;25.85
Park Aerospace Nelco N4000-13 High-Speed Multifunctional Epoxy Laminate and Prepreg;1.91;25.9
Park Aerospace Nelco N4000-13 SI High-Speed Multifunctional Epoxy Laminate and Prepreg;1.79;16.2
Park Aerospace Nelco N4000-2 Multifunctional Epoxy Laminate and Prepreg;1.92;26.2
Park Aerospace Nelco N4000-6 FC Multifunctional Epoxy Laminate and Prepreg;1.92;27.9
Park Aerospace Nelco N4000-7 FR-4 Epoxy Laminate and Prepreg;1.97;21.7
Park Aerospace Nelco N4000-29 Multifunctional Epoxy;1.99;22.4
Park Aerospace Nelco N5000 BT Epoxy Laminate and Prepreg;1.77;30.35
Polynt 70 CF45-12mm Carbon Fiber Epoxy Bulk Molding Compound;1.5;23.0
Polynt 70 CF45- 6 mm Carbon Fiber Epoxy Bulk Molding Compound;1.5;21.0
Polynt 90 CF40-400g Carbon Fiber Epoxy Fleece;1.47;32.8
Polynt 90 CFP40-400g Carbon Fiber Epoxy Fleece;1.47;30.1
Polynt 80 CF40-12K Carbon Fiber Epoxy SMC;1.41;23.0
